id,fdc_id,nutrient_id,amount,data_points,derivation_id,min,max,median,footnote,min_year_acquired
28912767,2346387,1003,3.070694,,49,2.4244,3.9556,2.871,,
28912338,2346387,1004,17.99,8,1,17.21,19.61,17.84,,2022
28912768,2346387,1005,5.555506,,49,,,,,
28912772,2346388,1003,0.7425,,49,0.5,0.875,0.75,,
28912487,2346388,1004,0.07375,8,1,0.0,0.17,0.095,,2022
28912773,2346388,1005,3.36875,,49,,,,,
28912792,2346393,1003,21.45038,,49,19.4768,25.641,21.0308,,
28912599,2346393,1004,51.09,8,1,46.45,54.11,51.63,,2022
28912793,2346393,1005,20.03462,,49,,,,,
28912796,2346394,1003,14.5644,,49,12.932,16.324,14.6015,,
28912561,2346394,1004,69.74,8,1,67.49,71.43,69.8,,2022
28912797,2346394,1005,10.9096,,49,,,,,
28912800,2346395,1003,9.9587,,49,8.745,11.289,9.9375,,
28912523,2346395,1004,73.28,9,1,69.81,75.93,73.63,,2022
28912801,2346395,1005,12.6993,,49,,,,,
28912804,2346396,1003,13.49645,,49,11.8349,14.4584,14.07945,,
28912746,2346396,1004,5.89,8,1,5.4,6.54,5.915,,2022
28912805,2346396,1005,68.65755,,49,,,,,
28912808,2346397,1003,12.51118,,49,9.9693,14.4584,12.73855,,
28912721,2346397,1004,5.8,8,1,5.1,6.58,5.765,,2022
28912809,2346397,1005,69.75082,,49,,,,,
28912812,2346398,1003,0.4609375,,49,0.375,0.5625,0.4375,,
28912693,2346398,1004,0.2113,8,1,0.0,0.43,0.21,,2022
28912813,2346398,1005,14.0914625,,49,,,,,
28912817,2346399,1003,1.039375,,49,0.5625,1.5625,1.0625,,
28912665,2346399,1004,0.1925,8,1,0.0,0.48,0.05,,2022
28912818,2346399,1005,16.163125,,49,,,,,
28912822,2346400,1003,1.96875,,49,1.4375,3.25,1.78125,,
28912071,2346400,1004,0.275,8,1,0.16,0.37,0.305,,2022
28912823,2346400,1005,7.41245,,49,,,,,
28912827,2346401,1003,2.27375,,49,2.0,2.625,2.25,,
28912053,2346401,1004,0.36,8,1,0.0,0.67,0.385,,2022
28912828,2346401,1005,17.77125,,49,,,,,
28912842,2346404,1003,1.578125,,49,0.8125,2.4375,1.5,,
28912150,2346404,1004,0.375,8,1,0.11,0.51,0.435,,2022
28912843,2346404,1005,17.327875,,49,,,,,
28912847,2346405,1003,0.4921875,,49,0.1875,0.625,0.53125,,
28912125,2346405,1004,0.1625,8,1,0.08,0.26,0.15,,2022
28912848,2346405,1005,3.3165125,,49,,,,,
28912851,2346406,1003,0.625,,49,0.5,0.75,0.625,,
28912110,2346406,1004,0.1775,8,1,0.0,0.27,0.195,,2022
28912852,2346406,1005,2.9525,,49,,,,,
28912855,2346407,1003,0.96125,,49,0.5,1.5625,0.9375,,
28912095,2346407,1004,0.2275,8,1,0.1,0.35,0.225,,2022
28912856,2346407,1005,6.38375,,49,,,,,
31222730,2512378,1003,11.06534,,49,9.7361,12.7677,11.077,,
31222620,2512378,1004,3.039,8,1,2.74,3.3,3.05,,2022
31222731,2512378,1005,71.13066,,49,,,,,
31222734,2512379,1003,10.02177,,49,7.7539,11.2519,10.5523,,
31222645,2512379,1004,4.194,8,1,2.17,5.16,4.665,,2022
31222735,2512379,1005,74.44623,,49,,,,,
31222738,2512380,1003,7.25305,,49,6.6045,7.9135,7.16975,,
31222562,2512380,1004,3.306,8,1,2.57,3.73,3.48,,2022
31222739,2512380,1005,76.68795,,49,,,,,
31222742,2512381,1003,7.03885,,49,5.8905,8.33,6.75325,,
31222586,2512381,1004,1.033,8,1,0.72,1.45,1.033,,2022
31222743,2512381,1005,80.31315,,49,,,,,
31223362,2514743,1003,18.15625,,49,17.75,18.6875,17.96875,,
31223301,2514743,1004,12.85,8,1,10.92,14.75,13.37,,2023
31223363,2514743,1005,0,,49,,,,,
31223366,2514744,1003,17.53125,,49,16.6875,18.5,17.5,,
31223343,2514744,1004,19.44,8,1,15.37,26.46,17.85,,2023
31223367,2514744,1005,0,,49,,,,,
31223378,2514747,1003,17.34375,,49,16.5625,18.1875,17.375,,
31223329,2514747,1004,9.591,8,1,7.75,14.58,8.74,,2023
31223379,2514747,1005,0,,49,,,,,
31224745,2515374,1003,17.4423,,49,16.324,19.292,17.172,,
31224704,2515374,1004,38.86,8,1,36.39,42.17,38.6,,2022
31224746,2515374,1005,36.2887,,49,,,,,
31224753,2515376,1003,23.205,,49,21.1848,24.4608,23.3688,,
31224673,2515376,1004,43.28,8,1,38.68,48.52,42.76,,2022
31224754,2515376,1005,26.498,,49,,,,,
31224765,2515379,1003,20.5057,,49,19.345,21.359,20.458,,
31224658,2515379,1004,45.02,8,1,41.44,48.92,44.55,,2022
31224766,2515379,1005,27.6943,,49,,,,,
31224769,2515380,1003,29.9079,,49,28.355,31.058,30.1835,,
31224613,2515380,1004,40.03,8,1,38.52,41.96,40.09,,2022
31224770,2515380,1005,18.6751,,49,,,,,
33293993,2644283,1003,23.56875,,49,22.125,24.375,23.71875,,
33293920,2644283,1004,1.925,8,1,1.77,2.02,1.95,,2023
33293994,2644283,1005,62.17125,,49,,,,,
33294001,2644285,1003,6.9125,,49,6.375,7.375,6.875,,
33293948,2644285,1004,1.273,8,1,0.82,1.63,1.23,,2023
33294002,2644285,1005,19.8135,,49,,,,,
33294013,2644288,1003,7.01875,,49,6.3125,8.0625,6.90625,,
33293787,2644288,1004,3.096,8,1,2.77,3.53,3.045,,2023
33294014,2644288,1005,20.32025,,49,,,,,
33294017,2644289,1003,7.8,,49,7.125,8.5625,7.625,,
33293802,2644289,1004,1.256,8,1,1.06,1.56,1.26,,2023
33294018,2644289,1005,21.03,,49,,,,,
33294025,2644291,1003,4.734375,,49,4.0,5.3125,4.78125,,
33293832,2644291,1004,1.153,8,1,0.97,1.31,1.135,,2023
33294026,2644291,1005,12.707625,,49,,,,,
33294029,2644292,1003,6.69375,,49,6.0625,7.4375,6.75,,
33293847,2644292,1004,1.266,8,1,0.92,1.56,1.28,,2023
33294030,2644292,1005,19.60025,,49,,,,,
33295317,2646168,1003,21.11875,,49,19.3125,22.875,21.0625,,
33295184,2646168,1004,9.469,8,1,5.08,19.43,7.89,,2023
33295318,2646168,1005,0,,49,,,,,
33295321,2646169,1003,21.58125,,49,20.5625,24.125,21.15625,,
33295202,2646169,1004,3.899,8,1,2.35,5.34,3.88,,2023
33295322,2646169,1005,0,,49,,,,,
33295325,2646170,1003,22.525,,49,21.5625,23.375,22.46875,,
33295220,2646170,1004,1.934,8,1,1.31,3.1,1.71,,2023
33295326,2646170,1005,0,,49,,,,,
33295329,2646171,1003,18.6125,,49,17.4375,19.5,18.75,,
33295238,2646171,1004,7.916,8,1,6.31,9.92,7.59,,2023
33295330,2646171,1005,0,,49,,,,,
33295333,2646172,1003,18.74375,,49,16.875,19.6875,19.03125,,
33295256,2646172,1004,20.04,8,1,15.8,28.01,18.13,,2023
33295334,2646172,1005,0,,49,,,,,
33829267,2684440,1003,22.3,,49,21.1875,23.1875,22.40625,,
33829150,2684440,1004,4.936,8,1,3.97,6.41,4.58,,2023
33829268,2684440,1005,0,,49,,,,,
33829273,2684441,1003,20.31875,,49,19.625,21.875,20.09375,,
33829168,2684441,1004,13.11,8,1,10.44,16.04,13.36,,2023
33829274,2684441,1005,0,,49,,,,,
33829279,2684442,1003,19.0,,49,16.6875,20.5,19.6875,,
33829186,2684442,1004,2.479,8,1,1.41,3.74,2.185,,2023
33829280,2684442,1005,0,,49,,,,,
33829285,2684443,1003,15.56875,,49,12.0625,21.25,14.34375,,
33829204,2684443,1004,0.8013,8,1,0.5,1.37,0.75,,2023
33829286,2684443,1005,0.48495,,49,,,,,
33829291,2684444,1003,16.06875,,49,12.0,20.6875,16.34375,,
33829222,2684444,1004,0.6675,8,1,0.49,0.95,0.6,,2023
33829292,2684444,1005,0,,49,,,,,
33831491,2685568,1003,0.984375,,49,0.5625,1.1875,1.0625,,
33831389,2685568,1004,0.205,8,1,0.0,0.42,0.205,,2022
34660065,2685568,1005,3.27,,49,,,,,
33831493,2685570,1003,1.14875,,49,0.625,1.5625,1.09375,,
33831415,2685570,1004,0.1675,8,1,0.0,0.51,0.17,,2023
33831494,2685570,1005,10.50745,,49,,,,,
33831505,2685573,1003,1.640625,,49,1.5,1.75,1.65625,,
33831457,2685573,1004,0.2375,8,1,0.0,0.46,0.265,,2023
33831506,2685573,1005,4.723075,,49,,,,,
33831513,2685575,1003,3.984375,,49,3.1875,4.375,4.15625,,
33831485,2685575,1004,0.565,8,1,0.41,0.8,0.535,,2023
33831514,2685575,1005,9.615625,,49,,,,,
33831517,2685576,1003,1.6875,,49,1.3125,2.375,1.59375,,
33831256,2685576,1004,0.3025,8,1,0.21,0.41,0.275,,2023
33831518,2685576,1005,8.787,,49,,,,,
33831522,2685577,1003,0.851875,,49,0.625,1.0,0.875,,
33831275,2685577,1004,0.12,8,1,0.0,0.37,0.06,,2023
33831523,2685577,1005,5.399325,,49,,,,,
34152149,2705630,1003,3.5,,,,,,,
34152150,2705630,1004,11,,,,,,,
34152151,2705630,1005,23.6,,,,,,,
34168724,2705885,1003,37.41,,,,,,,
34168725,2705885,1004,35.8,,,,,,,
34168726,2705885,1005,1.9,,,,,,,
34173339,2705956,1003,30.22,,,,,,,
34173340,2705956,1004,3.52,,,,,,,
34173341,2705956,1005,0,,,,,,,
34183024,2706105,1003,28.81,,,,,,,
34183025,2706105,1004,2.06,,,,,,,
34183026,2706105,1005,0,,,,,,,
34186989,2706166,1003,11.7,,,,,,,
34186990,2706166,1004,28,,,,,,,
34186991,2706166,1005,2.89,,,,,,,
34191864,2706241,1003,18.98,,,,,,,
34191865,2706241,1004,5.04,,,,,,,
34191866,2706241,1005,0.01,,,,,,,
34194789,2706286,1003,25.4,,,,,,,
34194790,2706286,1004,18.4,,,,,,,
34194791,2706286,1005,0.01,,,,,,,
34199794,2706363,1003,17.19,,,,,,,
34199795,2706363,1004,1.28,,,,,,,
34199796,2706363,1005,1.15,,,,,,,
34251144,2707153,1003,11.84,,,,,,,
34251145,2707153,1004,13.86,,,,,,,
34251146,2707153,1005,0.92,,,,,,,
34254069,2707198,1003,11.58,,,,,,,
34254070,2707198,1004,15,,,,,,,
34254071,2707198,1005,0.91,,,,,,,
34266939,2707396,1003,4.98,,,,,,,
34266940,2707396,1004,2.01,,,,,,,
34266941,2707396,1005,13.55,,,,,,,
34268824,2707425,1003,8.97,,,,,,,
34268825,2707425,1004,0.38,,,,,,,
34268826,2707425,1005,20.01,,,,,,,
34269929,2707442,1003,8.14,,,,,,,
34269930,2707442,1004,0.57,,,,,,,
34269931,2707442,1005,4.93,,,,,,,
34294694,2707823,1003,5.7,,,,,,,
34294695,2707823,1004,2.85,,,,,,,
34294696,2707823,1005,44.64,,,,,,,
34294759,2707824,1003,8.2,,,,,,,
34294760,2707824,1004,7.99,,,,,,,
34294761,2707824,1005,49.38,,,,,,,
34329079,2708352,1003,4.51,,,,,,,
34329080,2708352,1004,2.06,,,,,,,
34329081,2708352,1005,25.01,,,,,,,
34329404,2708357,1003,5.76,,,,,,,
34329405,2708357,1004,0.92,,,,,,,
34329406,2708357,1005,30.68,,,,,,,
34330964,2708381,1003,2.21,,,,,,,
34330965,2708381,1004,1.09,,,,,,,
34330966,2708381,1005,11.36,,,,,,,
34332199,2708400,1003,4.38,,,,,,,
34332200,2708400,1004,1.91,,,,,,,
34332201,2708400,1005,21.21,,,,,,,
34332394,2708403,1003,2.67,,,,,,,
34332395,2708403,1004,0.28,,,,,,,
34332396,2708403,1005,27.99,,,,,,,
34332784,2708409,1003,2.44,,,,,,,
34332785,2708409,1004,1.11,,,,,,,
34332786,2708409,1005,25.76,,,,,,,
34334864,2708441,1003,3.77,,,,,,,
34334865,2708441,1004,0.16,,,,,,,
34334866,2708441,1005,23.11,,,,,,,
34346109,2708614,1003,11.39,,,,,,,
34346110,2708614,1004,9.69,,,,,,,
34346111,2708614,1005,33.33,,,,,,,
34384914,2709211,1003,2.18,,,,,,,
34384915,2709211,1004,0.38,,,,,,,
34384916,2709211,1005,63.88,,,,,,,
34388749,2709270,1003,0.61,,,,,,,
34388750,2709270,1004,0.15,,,,,,,
34388751,2709270,1005,7.55,,,,,,,
34400969,2709458,1003,1.93,,,,,,,
34400970,2709458,1004,13.1,,,,,,,
34400971,2709458,1005,18.5,,,,,,,
34446274,2710155,1003,0.85,,,,,,,
34446275,2710155,1004,82.2,,,,,,,
34446276,2710155,1005,0.06,,,,,,,
34448289,2710186,1003,0,,,,,,,
34448290,2710186,1004,100,,,,,,,
34448291,2710186,1005,0,,,,,,,
34448419,2710188,1003,0,,,,,,,
34448420,2710188,1004,100,,,,,,,
34448421,2710188,1005,0,,,,,,,
34449459,2710204,1003,0.96,,,,,,,
34449460,2710204,1004,74.85,,,,,,,
34449461,2710204,1005,0.57,,,,,,,
34449979,2710212,1003,1.32,,,,,,,
34449980,2710212,1004,44.54,,,,,,,
34449981,2710212,1005,5.9,,,,,,,
34460574,2710375,1003,0.12,,,,,,,
34460575,2710375,1004,0.02,,,,,,,
34460576,2710375,1005,0,,,,,,,
34461289,2710386,1003,2.81,,,,,,,
34461290,2710386,1004,1.61,,,,,,,
34461291,2710386,1005,4.35,,,,,,,
34466879,2710472,1003,1.71,,,,,,,
34466880,2710472,1004,0.99,,,,,,,
34466881,2710472,1005,2.75,,,,,,,
34476239,2710616,1003,0.46,,,,,,,
34476240,2710616,1004,0,,,,,,,
34476241,2710616,1005,3.55,,,,,,,
34480919,2710688,1003,0.07,,,,,,,
34480920,2710688,1004,0,,,,,,,
34480921,2710688,1005,2.61,,,,,,,
34480984,2710689,1003,0.07,,,,,,,
34480985,2710689,1004,0,,,,,,,
34480986,2710689,1005,2.6,,,,,,,
34494197,2710819,1003,17.013,,49,15.529,18.179,16.96,,
34493807,2710819,1004,32.89,8,1,31.5,34.33,32.74,,2023
34494198,2710819,1005,38.273,,49,,,,,
34494201,2710820,1003,11.75625,,49,9.625,12.875,12.46875,,
34493867,2710820,1004,2.421,8,1,2.11,2.79,2.37,,2023
34494202,2710820,1005,75.88175,,49,,,,,
34494205,2710821,1003,12.7875,,49,12.0,14.25,12.75,,
34493848,2710821,1004,1.704,8,1,1.59,2.03,1.685,,2023
34494206,2710821,1005,75.6695,,49,,,,,
34494209,2710822,1003,1.64875,,49,0.25,3.25,1.4375,,
34493906,2710822,1004,0.325,8,1,0.0,0.52,0.36,,2024
34494210,2710822,1005,5.36825,,49,,,,,
34494213,2710823,1003,1.4375,,49,0.25,2.625,1.40625,,
34493887,2710823,1004,0.2163,8,1,0.0,0.39,0.235,,2024
34494214,2710823,1005,5.1012,,49,,,,,
34494217,2710824,1003,1.8125,,49,1.5,2.0,1.84375,,
34493627,2710824,1004,20.31,8,1,18.76,21.83,20.09,,2024
34494218,2710824,1005,8.3235,,49,,,,,
34494225,2710826,1003,2.789375,,49,2.4375,3.125,2.78125,,
34493668,2710826,1004,1.626,8,1,1.32,1.87,1.615,,2024
34494226,2710826,1005,14.689625,,49,,,,,
34494234,2710828,1003,12.63944,,49,10.7272,18.4228,11.8349,,
34493705,2710828,1004,3.103,8,1,2.77,3.92,2.965,,2023
